review_threshold,block_threshold,expected_cost,review_rate,block_rate,fraud_dollar_capture,fraud_dollars_captured,feasible
0.0,0.0003183699458771092,495444.1,0.9613803314162064,0.038619668583793634,0.9993132278315585,253330.63999999998,False
0.0,0.01,447596.022,0.9888502932634816,0.011149706736518421,0.9983589182592799,253088.718,False
0.0,0.050833333333333335,442215.136,0.9922327885655714,0.007767211434428563,0.9973367914146299,252829.604,False
0.0,0.09166666666666666,440868.736,0.9934627868572404,0.006537213142759524,0.9953107937942304,252316.004,False
0.0,0.1325,441087.974,0.9934741757303115,0.006525824269688514,0.9944656892806029,252101.766,False
0.0,0.17333333333333334,440381.116,0.9942600079722111,0.00573999202778885,0.9925006688237861,251603.62399999998,False
0.0,0.21416666666666667,440631.142,0.9945675075451285,0.005432492454871591,0.9897787236641018,250913.59799999997,False
0.0,0.255,440591.142,0.9945902852912705,0.005409714708729571,0.9897787236641018,250913.59799999997,False
0.0,0.29583333333333334,440591.142,0.9945902852912705,0.005409714708729571,0.9897787236641018,250913.59799999997,False
0.0,0.3,440591.142,0.9945902852912705,0.005409714708729571,0.9897787236641018,250913.59799999997,False
0.0,0.33666666666666667,440551.142,0.9946130630374125,0.005386936962587552,0.9897787236641018,250913.59799999997,False
0.0,0.3775,441443.97,0.9950913957063948,0.004908604293605148,0.9845211178299862,249580.77000000002,False
0.0,0.41833333333333333,441443.97,0.9950913957063948,0.004908604293605148,0.9845211178299862,249580.77000000002,False
0.0,0.45916666666666667,441879.736,0.9951483400717499,0.0048516599282500995,0.9829007694294,249170.004,False
0.0,0.5,441879.736,0.9951483400717499,0.0048516599282500995,0.9829007694294,249170.004,False
0.0,0.5408333333333333,442949.464,0.9953988952793121,0.004601104720687888,0.9780301386080591,247935.27599999998,False
0.0,0.5816666666666667,443104.382,0.9954102841523831,0.004589715847616878,0.9774387571609116,247785.358,False
0.0,0.6225,446366.914,0.9958886168213655,0.004111383178634474,0.9646084960778248,244532.826,False
0.0,0.6633333333333333,446366.914,0.9958886168213655,0.004111383178634474,0.9646084960778248,244532.826,False
0.0,0.7041666666666666,446915.292,0.9959227834405786,0.004077216559421446,0.9625044801923626,243999.448,False
0.0,0.745,446915.292,0.9959227834405786,0.004077216559421446,0.9625044801923626,243999.448,False
0.0,0.75,446915.292,0.9959227834405786,0.004077216559421446,0.9625044801923626,243999.448,False
0.0,0.7858333333333334,446915.292,0.9959227834405786,0.004077216559421446,0.9625044801923626,243999.448,False
0.0,0.8266666666666667,446915.292,0.9959227834405786,0.004077216559421446,0.9625044801923626,243999.448,False
0.0,0.8674999999999999,447948.99199999997,0.9960822276635727,0.00391777233642731,0.9586043558791052,243010.74800000002,False
0.0,0.9083333333333333,451057.39,0.996480838221058,0.0035191617789419737,0.9467371300434068,240002.35,False
0.0,0.9491666666666667,451980.988,0.9965605603325551,0.0034394396674449065,0.9431332605457399,239088.75200000004,False
0.0,0.99,454854.05,0.9968566710324014,0.003143328967598656,0.9322140879890451,236320.69,False
0.0,1.0,458685.648,0.9974944479243779,0.0025055520756221174,0.9181054839447973,232744.092,False
0.0003183699458771092,0.01,26222.422,0.027469961847275213,0.011149706736518421,0.9956118295855139,252392.318,False
0.0003183699458771092,0.050833333333333335,20841.536,0.03085245714936507,0.007767211434428563,0.994589702740864,252133.204,True
0.0003183699458771092,0.09166666666666666,19495.136,0.03208245544103411,0.006537213142759524,0.9925637051204644,251619.604,True
0.0003183699458771092,0.1325,19714.374,0.03209384431410512,0.006525824269688514,0.9917186006068368,251405.366,True
0.0003183699458771092,0.17333333333333334,19007.516,0.03287967655600478,0.00573999202778885,0.98975358015002,250907.224,True
0.0003183699458771092,0.21416666666666667,19257.542,0.033187176128922045,0.005432492454871591,0.9870316349903359,250217.19799999997,True
0.0003183699458771092,0.255,19217.542,0.03320995387506406,0.005409714708729571,0.9870316349903359,250217.19799999997,True
0.0003183699458771092,0.29583333333333334,19217.542,0.03320995387506406,0.005409714708729571,0.9870316349903359,250217.19799999997,True
0.0003183699458771092,0.3,19217.542,0.03320995387506406,0.005409714708729571,0.9870316349903359,250217.19799999997,True
0.0003183699458771092,0.33666666666666667,19177.542,0.03323273162120608,0.005386936962587552,0.9870316349903359,250217.19799999997,True
0.0003183699458771092,0.3775,20070.37,0.03371106429018848,0.004908604293605148,0.9817740291562203,248884.37000000002,True
0.0003183699458771092,0.41833333333333333,20070.37,0.03371106429018848,0.004908604293605148,0.9817740291562203,248884.37000000002,True
0.0003183699458771092,0.45916666666666667,20506.136,0.03376800865554353,0.0048516599282500995,0.980153680755634,248473.604,True
0.0003183699458771092,0.5,20506.136,0.03376800865554353,0.0048516599282500995,0.980153680755634,248473.604,True
0.0003183699458771092,0.5408333333333333,21575.863999999998,0.03401856386310575,0.004601104720687888,0.9752830499342932,247238.876,True
0.0003183699458771092,0.5816666666666667,21730.782,0.034029952736176754,0.004589715847616878,0.9746916684871455,247088.958,True
0.0003183699458771092,0.6225,24993.314,0.03450828540515916,0.004111383178634474,0.9618614074040588,243836.42599999998,True
0.0003183699458771092,0.6633333333333333,24993.314,0.03450828540515916,0.004111383178634474,0.9618614074040588,243836.42599999998,True
0.0003183699458771092,0.7041666666666666,25541.692,0.034542452024372186,0.004077216559421446,0.9597573915185965,243303.048,True
0.0003183699458771092,0.745,25541.692,0.034542452024372186,0.004077216559421446,0.9597573915185965,243303.048,True
0.0003183699458771092,0.75,25541.692,0.034542452024372186,0.004077216559421446,0.9597573915185965,243303.048,True
0.0003183699458771092,0.7858333333333334,25541.692,0.034542452024372186,0.004077216559421446,0.9597573915185965,243303.048,True
0.0003183699458771092,0.8266666666666667,25541.692,0.034542452024372186,0.004077216559421446,0.9597573915185965,243303.048,True
0.0003183699458771092,0.8674999999999999,26575.392,0.034701896247366325,0.00391777233642731,0.955857267205339,242314.348,True
0.0003183699458771092,0.9083333333333333,29683.79,0.03510050680485166,0.0035191617789419737,0.9439900413696407,239305.95,True
0.0003183699458771092,0.9491666666666667,30607.388,0.03518022891634873,0.0034394396674449065,0.9403861718719737,238392.352,True
0.0003183699458771092,0.99,33480.45,0.03547633961619498,0.003143328967598656,0.9294669993152792,235624.29000000004,True
0.0003183699458771092,1.0,37312.047999999995,0.036114116508171513,0.0025055520756221174,0.9153583952710311,232047.69199999998,True
0.01,0.050833333333333335,9749.224,0.003382495302089858,0.007767211434428563,0.9907724644517496,251165.516,True
0.01,0.09166666666666666,8402.824,0.004612493593758898,0.006537213142759524,0.98874646683135,250651.916,True
0.01,0.1325,8622.062,0.004623882466829907,0.006525824269688514,0.9879013623177223,250437.67799999999,True
0.01,0.17333333333333334,7915.204,0.005409714708729571,0.00573999202778885,0.9859363418609055,249939.53599999996,True
0.01,0.21416666666666667,8165.229999999999,0.005717214281646831,0.005432492454871591,0.9832143967012213,249249.50999999998,True
0.01,0.255,8125.229999999999,0.00573999202778885,0.005409714708729571,0.9832143967012213,249249.50999999998,True
0.01,0.29583333333333334,8125.229999999999,0.00573999202778885,0.005409714708729571,0.9832143967012213,249249.50999999998,True
0.01,0.3,8125.229999999999,0.00573999202778885,0.005409714708729571,0.9832143967012213,249249.50999999998,True
0.01,0.33666666666666667,8085.229999999999,0.00576276977393087,0.005386936962587552,0.9832143967012213,249249.50999999998,True
0.01,0.3775,8978.057999999999,0.006241102442913274,0.004908604293605148,0.9779567908671059,247916.68200000003,True
0.01,0.41833333333333333,8978.057999999999,0.006241102442913274,0.004908604293605148,0.9779567908671059,247916.68200000003,True
0.01,0.45916666666666667,9413.823999999999,0.006298046808268322,0.0048516599282500995,0.9763364424665196,247505.916,True
0.01,0.5,9413.823999999999,0.006298046808268322,0.0048516599282500995,0.9763364424665196,247505.916,True
0.01,0.5408333333333333,10483.552,0.006548602015830534,0.004601104720687888,0.9714658116451788,246271.188,True
0.01,0.5816666666666667,10638.469999999998,0.0065599908889015434,0.004589715847616878,0.9708744301980311,246121.27000000002,True
0.01,0.6225,13901.001999999997,0.007038323557883947,0.004111383178634474,0.9580441691149443,242868.73799999998,True
0.01,0.6633333333333333,13901.001999999997,0.007038323557883947,0.004111383178634474,0.9580441691149443,242868.73799999998,True
0.01,0.7041666666666666,14449.379999999997,0.007072490177096976,0.004077216559421446,0.955940153229482,242335.36,True
0.01,0.745,14449.379999999997,0.007072490177096976,0.004077216559421446,0.955940153229482,242335.36,True
0.01,0.75,14449.379999999997,0.007072490177096976,0.004077216559421446,0.955940153229482,242335.36,True
0.01,0.7858333333333334,14449.379999999997,0.007072490177096976,0.004077216559421446,0.955940153229482,242335.36,True
0.01,0.8266666666666667,14449.379999999997,0.007072490177096976,0.004077216559421446,0.955940153229482,242335.36,True
0.01,0.8674999999999999,15483.079999999994,0.007231934400091111,0.00391777233642731,0.9520400289162246,241346.66,True
0.01,0.9083333333333333,18591.477999999996,0.007630544957576448,0.0035191617789419737,0.9401728030805263,238338.26200000002,True
