review_threshold,block_threshold,expected_cost,review_rate,block_rate,fraud_dollar_capture,fraud_dollars_captured,feasible
0.0,0.0007639419404125286,468769.68,0.9766072547121463,0.023392745287853768,0.9991531519292303,253290.06,False
0.0,0.01,443898.864,0.9910483457661864,0.008951654233813564,0.9980124079731213,253000.87600000002,False
0.0,0.050833333333333335,442189.114,0.9921188998348613,0.00788110016513866,0.997833910324517,252955.626,False
0.0,0.09166666666666666,440542.868,0.9933147315073173,0.006685268492682649,0.996734309583324,252676.87200000003,False
0.0,0.1325,440439.114,0.9935083423495246,0.006491657650475486,0.9959996250957674,252490.626,False
0.0,0.17333333333333334,440359.114,0.9935538978418086,0.006446102158191447,0.9959996250957674,252490.626,False
0.0,0.21416666666666667,440061.91,0.9938158419224418,0.006184158077558226,0.9954560612949487,252352.83000000002,False
0.0,0.255,440813.664,0.9947155628950516,0.005284437104948465,0.98832895984509,250546.07599999997,False
0.0,0.29583333333333334,440813.664,0.9947155628950516,0.005284437104948465,0.98832895984509,250546.07599999997,False
0.0,0.3,440813.664,0.9947155628950516,0.005284437104948465,0.98832895984509,250546.07599999997,False
0.0,0.33666666666666667,440813.664,0.9947155628950516,0.005284437104948465,0.98832895984509,250546.07599999997,False
0.0,0.3775,441562.598,0.9951141734525368,0.004885826547463129,0.983698143080086,249372.142,False
0.0,0.41833333333333333,441562.598,0.9951141734525368,0.004885826547463129,0.983698143080086,249372.142,False
0.0,0.45916666666666667,441562.598,0.9951141734525368,0.004885826547463129,0.983698143080086,249372.142,False
0.0,0.5,441562.598,0.9951141734525368,0.004885826547463129,0.983698143080086,249372.142,False
0.0,0.5408333333333333,442853.164,0.995228062183247,0.004771937816753032,0.9786072481327174,248081.576,False
0.0,0.5816666666666667,442853.164,0.995228062183247,0.004771937816753032,0.9786072481327174,248081.576,False
0.0,0.6225,442853.164,0.995228062183247,0.004771937816753032,0.9786072481327174,248081.576,False
0.0,0.6633333333333333,442833.164,0.995239451056318,0.004760548943682023,0.9786072481327174,248081.576,False
0.0,0.7041666666666666,443918.754,0.9955127840100222,0.004487215989977792,0.9737134934833961,246840.986,False
0.0,0.745,443918.754,0.9955127840100222,0.004487215989977792,0.9737134934833961,246840.986,False
0.0,0.75,443918.754,0.9955127840100222,0.004487215989977792,0.9737134934833961,246840.986,False
0.0,0.7858333333333334,447604.426,0.9958886168213655,0.004111383178634474,0.9596282657278913,243270.31399999998,False
0.0,0.8266666666666667,447604.426,0.9958886168213655,0.004111383178634474,0.9596282657278913,243270.31399999998,False
0.0,0.8674999999999999,447604.426,0.9958886168213655,0.004111383178634474,0.9596282657278913,243270.31399999998,False
0.0,0.9083333333333333,447604.426,0.9958886168213655,0.004111383178634474,0.9596282657278913,243270.31399999998,False
0.0,0.9491666666666667,451946.184,0.996401116109561,0.003598883890439041,0.9428958054196541,239028.556,False
0.0,0.99,452136.08,0.996412504982632,0.0035874950173680315,0.9421664462763104,238843.66000000003,False
0.0,1.0,452136.08,0.996412504982632,0.0035874950173680315,0.9421664462763104,238843.66000000003,False
0.0007639419404125286,0.01,16002.583999999999,0.014441091054040203,0.008951654233813564,0.994625015690042,252142.15600000002,True
0.0007639419404125286,0.050833333333333335,14292.834,0.015511645122715108,0.00788110016513866,0.9944465180414378,252096.906,True
0.0007639419404125286,0.09166666666666666,12646.588,0.01670747679517112,0.006685268492682649,0.9933469173002447,251818.15200000003,True
0.0007639419404125286,0.1325,12542.833999999999,0.01690108763737828,0.006491657650475486,0.9926122328126882,251631.906,True
0.0007639419404125286,0.17333333333333334,12462.833999999999,0.01694664312966232,0.006446102158191447,0.9926122328126882,251631.906,True
0.0007639419404125286,0.21416666666666667,12165.63,0.017208587210295542,0.006184158077558226,0.9920686690118694,251494.11000000002,True
0.0007639419404125286,0.255,12917.384,0.018108308182905302,0.005284437104948465,0.9849415675620108,249687.35599999997,True
0.0007639419404125286,0.29583333333333334,12917.384,0.018108308182905302,0.005284437104948465,0.9849415675620108,249687.35599999997,True
0.0007639419404125286,0.3,12917.384,0.018108308182905302,0.005284437104948465,0.9849415675620108,249687.35599999997,True
0.0007639419404125286,0.33666666666666667,12917.384,0.018108308182905302,0.005284437104948465,0.9849415675620108,249687.35599999997,True
0.0007639419404125286,0.3775,13666.318,0.01850691874039064,0.004885826547463129,0.9803107507970068,248513.422,True
0.0007639419404125286,0.41833333333333333,13666.318,0.01850691874039064,0.004885826547463129,0.9803107507970068,248513.422,True
0.0007639419404125286,0.45916666666666667,13666.318,0.01850691874039064,0.004885826547463129,0.9803107507970068,248513.422,True
0.0007639419404125286,0.5,13666.318,0.01850691874039064,0.004885826547463129,0.9803107507970068,248513.422,True
0.0007639419404125286,0.5408333333333333,14956.884,0.018620807471100734,0.004771937816753032,0.9752198558496381,247222.85599999997,True
0.0007639419404125286,0.5816666666666667,14956.884,0.018620807471100734,0.004771937816753032,0.9752198558496381,247222.85599999997,True
0.0007639419404125286,0.6225,14956.884,0.018620807471100734,0.004771937816753032,0.9752198558496381,247222.85599999997,True
0.0007639419404125286,0.6633333333333333,14936.884,0.018632196344171743,0.004760548943682023,0.9752198558496381,247222.85599999997,True
0.0007639419404125286,0.7041666666666666,16022.473999999998,0.018905529297875975,0.004487215989977792,0.9703261012003168,245982.266,True
0.0007639419404125286,0.745,16022.473999999998,0.018905529297875975,0.004487215989977792,0.9703261012003168,245982.266,True
0.0007639419404125286,0.75,16022.473999999998,0.018905529297875975,0.004487215989977792,0.9703261012003168,245982.266,True
0.0007639419404125286,0.7858333333333334,19708.146,0.019281362109219293,0.004111383178634474,0.9562408734448121,242411.59399999998,True
0.0007639419404125286,0.8266666666666667,19708.146,0.019281362109219293,0.004111383178634474,0.9562408734448121,242411.59399999998,True
0.0007639419404125286,0.8674999999999999,19708.146,0.019281362109219293,0.004111383178634474,0.9562408734448121,242411.59399999998,True
0.0007639419404125286,0.9083333333333333,19708.146,0.019281362109219293,0.004111383178634474,0.9562408734448121,242411.59399999998,True
0.0007639419404125286,0.9491666666666667,24049.903999999995,0.019793861397414726,0.003598883890439041,0.939508413136575,238169.836,True
0.0007639419404125286,0.99,24239.799999999996,0.019805250270485734,0.0035874950173680315,0.9387790539932312,237984.94000000003,True
0.0007639419404125286,1.0,24239.799999999996,0.019805250270485734,0.0035874950173680315,0.9387790539932312,237984.94000000003,True
0.01,0.050833333333333335,9109.57,0.0010705540686749046,0.00788110016513866,0.9898835422170015,250940.16999999998,True
0.01,0.09166666666666666,7463.3240000000005,0.002266385741130915,0.006685268492682649,0.9887839414758084,250661.41600000003,True
0.01,0.1325,7359.57,0.0024599965833380787,0.006491657650475486,0.988049256988252,250475.16999999998,True
0.01,0.17333333333333334,7279.57,0.0025055520756221174,0.006446102158191447,0.988049256988252,250475.16999999998,True
